;id_1;id_2;base_name;score_base;ref_1_name;score_ref_1;ref_2_name;score_ref_2
139;4902;5795;CLIP;0.9532864;SigLIP;0.3375699;DINO;0.83844405
140;4902;8464;CLIP;0.9515366;SigLIP;0.59460306;DINO;0.80469525
141;3307;4902;CLIP;0.9505464;SigLIP;0.36990732;DINO;0.8572501
142;4912;8596;CLIP;0.9787719;SigLIP;0.18479751;DINO;0.9923097
143;5015;6866;CLIP;0.9508196;SigLIP;0.3802376;DINO;0.8251351
144;5240;8194;CLIP;0.9572969;SigLIP;0.26408762;DINO;0.959131
145;5268;8578;CLIP;0.96199995;SigLIP;0.3951963;DINO;0.97446275
146;5277;7663;CLIP;0.9690243;SigLIP;0.5929406;DINO;0.98891914
147;5283;6431;CLIP;0.954157;SigLIP;0.47638693;DINO;0.97962
148;5523;5573;CLIP;0.9506545;SigLIP;0.5719162;DINO;0.9770173
149;5536;5548;CLIP;0.9518106;SigLIP;0.024143592;DINO;0.8452048
150;1592;5573;CLIP;0.9544976;SigLIP;0.49565822;DINO;0.89988446
151;5573;8464;CLIP;0.9520976;SigLIP;0.3944595;DINO;0.75292724
152;5795;8464;CLIP;0.95059377;SigLIP;0.251017;DINO;0.7947272
153;5926;5996;CLIP;0.9563911;SigLIP;0.35990393;DINO;0.92208165
154;5979;8016;CLIP;0.9746479;SigLIP;0.4202775;DINO;0.9641562
155;5996;6005;CLIP;0.9615197;SigLIP;0.40052822;DINO;0.9171314
156;6030;6128;CLIP;0.9555446;SigLIP;0.2141384;DINO;0.61479115
157;6136;6857;CLIP;0.9560042;SigLIP;0.35872576;DINO;0.85200936
158;6249;7263;CLIP;0.95394886;SigLIP;0.5552817;DINO;0.75739634
159;6385;6438;CLIP;0.9848871;SigLIP;0.510955;DINO;0.98493314
160;6385;8367;CLIP;0.98276126;SigLIP;0.38280517;DINO;0.98594975
161;6385;7763;CLIP;0.9806918;SigLIP;0.5018531;DINO;0.9686299
162;6443;7940;CLIP;0.95089006;SigLIP;0.474028;DINO;0.94535697
163;6584;8550;CLIP;0.9754299;SigLIP;0.449181;DINO;0.894165
164;179;6584;CLIP;0.9697435;SigLIP;0.5877828;DINO;0.9304975
165;6639;8445;CLIP;0.9850812;SigLIP;0.37991482;DINO;0.9416938
166;6639;7763;CLIP;0.9816638;SigLIP;0.42809445;DINO;0.92646646
167;6385;6639;CLIP;0.9794487;SigLIP;0.34248903;DINO;0.93308187
168;6639;7952;CLIP;0.97896844;SigLIP;0.3781685;DINO;0.9244281
169;6866;8464;CLIP;0.9660809;SigLIP;0.4504308;DINO;0.7795994
170;6857;6866;CLIP;0.95101;SigLIP;0.31165963;DINO;0.91273427
171;7259;8637;CLIP;0.95431817;SigLIP;0.3191424;DINO;0.7994484
172;7538;8565;CLIP;0.95867157;SigLIP;0.5875237;DINO;0.9404943
173;7670;8035;CLIP;0.9579958;SigLIP;0.5831134;DINO;0.8678278
174;7678;7760;CLIP;0.96594536;SigLIP;0.54838645;DINO;0.9030776
175;7763;8445;CLIP;0.98439866;SigLIP;0.49411;DINO;0.9540578
176;7793;8273;CLIP;0.970325;SigLIP;0.52666605;DINO;0.9290432
177;4583;7793;CLIP;0.96343017;SigLIP;0.43060884;DINO;0.95615613
178;6385;7952;CLIP;0.97726035;SigLIP;0.4285864;DINO;0.96076864
179;6385;8134;CLIP;0.9713826;SigLIP;0.48714978;DINO;0.87327737
180;8206;8637;CLIP;0.9513686;SigLIP;0.39333212;DINO;0.80690855
181;6781;8273;CLIP;0.9683191;SigLIP;0.5763186;DINO;0.9379271
182;179;8273;CLIP;0.9623264;SigLIP;0.5692886;DINO;0.9392872
183;8367;8445;CLIP;0.97267467;SigLIP;0.39080048;DINO;0.96718323
184;8134;8371;CLIP;0.9596497;SigLIP;0.32621002;DINO;0.87918735
185;8371;8445;CLIP;0.958153;SigLIP;0.325787;DINO;0.94526947
186;1929;8371;CLIP;0.95748687;SigLIP;0.34721333;DINO;0.9419999
187;6639;8371;CLIP;0.9527317;SigLIP;0.3928283;DINO;0.93122536
188;8396;8508;CLIP;0.9633347;SigLIP;0.58679855;DINO;0.98119855
189;3609;8550;CLIP;0.96768785;SigLIP;0.49459255;DINO;0.89157695
190;1732;8550;CLIP;0.9665744;SigLIP;0.41277236;DINO;0.9246148
191;3949;8550;CLIP;0.9664985;SigLIP;0.49228415;DINO;0.9378994
192;6005;8663;CLIP;0.95295393;SigLIP;0.43241525;DINO;0.9197109
193;3888;8663;CLIP;0.9509263;SigLIP;0.41521257;DINO;0.91952264
